Postal code ;Locality;Population
(april 2009);;(2008-12-31)
74599;ENKÖPING            ;776
74630;BÅLSTA              ;3
74631;BÅLSTA              ;1495
74632;BÅLSTA              ;1364
74633;BÅLSTA              ;2122
74634;BÅLSTA              ;1164
74635;BÅLSTA              ;995
74636;BÅLSTA              ;342
74637;BÅLSTA              ;946
74638;BÅLSTA              ;1017
74639;BÅLSTA              ;1148
74641;BÅLSTA              ;1126
74650;BÅLSTA              ;13
74651;BÅLSTA              ;1339
74652;BÅLSTA              ;813
74691;BÅLSTA              ;1233
74692;BÅLSTA              ;250
74693;BÅLSTA              ;1271
74694;HÄGGEBY             ;451
74695;SKOKLOSTER          ;934
74696;SKOKLOSTER          ;1180
74730;ALUNDA              ;717
74731;ALUNDA              ;730
74732;ALUNDA              ;808
74740;GIMO                ;540
74741;GIMO                ;564
74742;GIMO                ;573
74743;GIMO                ;364
74744;GIMO                ;568
74791;ALUNDA              ;1534
74792;ALUNDA              ;498
74793;ALUNDA              ;775
74794;ALUNDA              ;929
74795;GIMO                ;638
74830;ÖSTERBYBRUK         ;683
74831;ÖSTERBYBRUK         ;833
74832;ÖSTERBYBRUK         ;911
74840;ÖRBYHUS             ;675
74841;ÖRBYHUS             ;516
74842;ÖRBYHUS             ;736
74850;TOBO                ;609
74891;ÖSTERBYBRUK         ;437
74892;ÖSTERBYBRUK         ;620
74893;ÖSTERBYBRUK         ;310
74894;ÖRBYHUS             ;674
74895;ÖRBYHUS             ;729
74896;TOBO                ;419
74935;ENKÖPING            ;702
74940;ENKÖPING            ;50
74941;ENKÖPING            ;1378
74942;ENKÖPING            ;1741
74944;ENKÖPING            ;1045
74945;ENKÖPING            ;1780
74946;ENKÖPING            ;15
74948;ENKÖPING            ;468
74949;ENKÖPING            ;1190
74950;EKOLSUND            ;726
74951;GRILLBY             ;1420
74952;GRILLBY             ;972
74960;ÖRSUNDSBRO          ;732
74961;ÖRSUNDSBRO          ;1021
74962;ÖRSUNDSBRO          ;954
74963;ÖRSUNDSBRO          ;1354
74970;FJÄRDHUNDRA         ;947
74971;FJÄRDHUNDRA         ;894
74972;FJÄRDHUNDRA         ;1257
75217;UPPSALA             ;757
75218;UPPSALA             ;448
75219;UPPSALA             ;290
75220;UPPSALA             ;557
75222;UPPSALA             ;186
75223;UPPSALA             ;432
75224;UPPSALA             ;838
75225;UPPSALA             ;416
75226;UPPSALA             ;991
75227;UPPSALA             ;813
75228;UPPSALA             ;955
75229;UPPSALA             ;1413
75230;UPPSALA             ;1311
75231;UPPSALA             ;1954
75232;UPPSALA             ;650
75233;UPPSALA             ;1174
75234;UPPSALA             ;804
75236;UPPSALA             ;458
75237;UPPSALA             ;1468
75238;UPPSALA             ;667
75239;UPPSALA             ;1491
75240;UPPSALA             ;1369
75241;UPPSALA             ;828
75242;UPPSALA             ;761
75243;UPPSALA             ;1603
75244;UPPSALA             ;864
75258;UPPSALA             ;473
75260;UPPSALA             ;1900
75261;UPPSALA             ;846
75262;UPPSALA             ;927
75263;UPPSALA             ;2012
75264;UPPSALA             ;1458
75265;UPPSALA             ;188
75266;UPPSALA             ;1195
75267;UPPSALA             ;1793
75268;UPPSALA             ;355
75271;UPPSALA             ;342
75272;UPPSALA             ;297
75273;UPPSALA             ;1711
75308;UPPSALA             ;262
75309;UPPSALA             ;560
75310;UPPSALA             ;541
75311;UPPSALA             ;616
75312;UPPSALA             ;1035
75313;UPPSALA             ;1160
75314;UPPSALA             ;776
75315;UPPSALA             ;941
75316;UPPSALA             ;381
75317;UPPSALA             ;955
75318;UPPSALA             ;108
75319;UPPSALA             ;1068
75320;UPPSALA             ;1090
75321;UPPSALA             ;378
75322;UPPSALA             ;990
75323;UPPSALA             ;47
75324;UPPSALA             ;1870
75325;UPPSALA             ;605
75326;UPPSALA             ;1202
75327;UPPSALA             ;1350
75328;UPPSALA             ;1373
75329;UPPSALA             ;2004
75330;UPPSALA             ;1413
75331;UPPSALA             ;1850
75332;UPPSALA             ;885
75333;UPPSALA             ;1705
75334;UPPSALA             ;2077
75335;UPPSALA             ;1315
75336;UPPSALA             ;1882
75337;UPPSALA             ;1799
75350;UPPSALA             ;971
75418;UPPSALA             ;338
75420;UPPSALA             ;1398
75421;UPPSALA             ;1296
75422;UPPSALA             ;799
75423;UPPSALA             ;1070
75424;UPPSALA             ;892
75425;UPPSALA             ;770
75426;UPPSALA             ;2305
75427;UPPSALA             ;1138
75428;UPPSALA             ;1193
75429;UPPSALA             ;385
75430;UPPSALA             ;2660
75431;UPPSALA             ;2122
75432;UPPSALA             ;800
75433;UPPSALA             ;1229
75434;UPPSALA             ;3430
75435;UPPSALA             ;1649
75436;UPPSALA             ;771
75437;UPPSALA             ;1767
75439;UPPSALA             ;1183
75440;UPPSALA             ;1769
75441;UPPSALA             ;1123
75442;UPPSALA             ;1648
75443;UPPSALA             ;151
75445;UPPSALA             ;277
75446;UPPSALA             ;1279
75447;UPPSALA             ;1512
75448;UPPSALA             ;1784
75449;UPPSALA             ;1672
75450;UPPSALA             ;5
75452;UPPSALA             ;1281
75453;UPPSALA             ;381
75454;UPPSALA             ;3
75591;UPPSALA             ;3036
75592;UPPSALA             ;1640
75593;UPPSALA             ;483
75594;UPPSALA             ;1560
75595;UPPSALA             ;592
75596;UPPSALA             ;2088
75597;UPPSALA             ;2207
75598;UPPSALA             ;1523
75642;UPPSALA             ;216
75643;UPPSALA             ;1597
75645;UPPSALA             ;2272
75646;UPPSALA             ;2012
75647;UPPSALA             ;1612
75648;UPPSALA             ;2407
75649;UPPSALA             ;2220
75650;UPPSALA             ;3954
75651;UPPSALA             ;1405
75652;UPPSALA             ;2178
75653;UPPSALA             ;2244
75654;UPPSALA             ;1959
75655;UPPSALA             ;1655
75752;UPPSALA             ;951
75753;UPPSALA             ;80
75754;UPPSALA             ;1645
75755;UPPSALA             ;2432
75756;UPPSALA             ;1379
75757;UPPSALA             ;1623
75758;UPPSALA             ;1115
75759;UPPSALA             ;263
76010;BERGSHAMRA          ;3302
76015;GRÄDDÖ              ;974
76017;BLIDÖ               ;645
76018;YXLAN               ;387
76019;FURUSUND            ;249
76021;VÄTÖ                ;773
76031;EDSBRO              ;1675
76040;VÄDDÖ               ;2920
76041;ARHOLMA             ;52
76042;BJÖRKÖ              ;210
76044;BARNENS Ö           ;2
76045;GRISSLEHAMN         ;901
76049;HERRÄNG             ;863
76130;NORRTÄLJE           ;784
76131;NORRTÄLJE           ;1005
76132;NORRTÄLJE           ;727
76140;NORRTÄLJE           ;1224
76141;NORRTÄLJE           ;695
76142;NORRTÄLJE           ;1737
76143;NORRTÄLJE           ;504
76144;NORRTÄLJE           ;793
76145;NORRTÄLJE           ;1093
76146;NORRTÄLJE           ;178
76150;NORRTÄLJE           ;174
76151;NORRTÄLJE           ;893
76152;NORRTÄLJE           ;1643
76153;NORRTÄLJE           ;51
76160;NORRTÄLJE           ;614
76161;NORRTÄLJE           ;652
76162;NORRTÄLJE           ;1212
76163;NORRTÄLJE           ;1319
76164;NORRTÄLJE           ;1450
76165;NORRTÄLJE           ;476
76171;NORRTÄLJE           ;335
76172;NORRTÄLJE           ;542
76173;NORRTÄLJE           ;1273
76174;NORRTÄLJE           ;900
76175;NORRTÄLJE           ;1326
76176;NORRTÄLJE           ;499
76191;NORRTÄLJE           ;727
76192;NORRTÄLJE           ;2142
76193;NORRTÄLJE           ;734
76194;NORRTÄLJE           ;1045
76231;RIMBO               ;1154
76241;RIMBO               ;937
76251;RIMBO               ;1439
76261;RIMBO               ;1110
76271;RIMBO               ;188
76291;RIMBO               ;1187
76292;RIMBO               ;800
76293;RIMBO               ;565
76294;RIMBO               ;601
76295;RIMBO               ;686
76296;RÅNÄS               ;1209
76330;HALLSTAVIK          ;373
76334;HALLSTAVIK          ;401
76335;HALLSTAVIK          ;1019
76340;HALLSTAVIK          ;553
76341;HALLSTAVIK          ;458
76342;HALLSTAVIK          ;825
76343;HALLSTAVIK          ;780
76391;HALLSTAVIK          ;574
76392;HALLSTAVIK          ;115
76393;SKEBOBRUK           ;357
76394;HALLSTAVIK          ;383
77010;FREDRIKSBERG        ;864
77012;SUNNANSJÖ           ;961
77013;GRANGÄRDE           ;604
77014;NYHAMMAR            ;1265
77070;LÅNGSHYTTAN         ;1972
77071;STJÄRNSUND          ;451
77130;LUDVIKA             ;784
77131;LUDVIKA             ;620
77132;LUDVIKA             ;956
77133;LUDVIKA             ;607
77134;LUDVIKA             ;1115
77135;LUDVIKA             ;1020
77136;LUDVIKA             ;454
77140;LUDVIKA             ;814
77141;LUDVIKA             ;1211
77142;LUDVIKA             ;1652
77143;LUDVIKA             ;1739
77150;LUDVIKA             ;942
77151;LUDVIKA             ;755
77152;LUDVIKA             ;622
77153;LUDVIKA             ;740
77154;LUDVIKA             ;109
77155;LUDVIKA             ;411
77160;LUDVIKA             ;468
77165;LUDVIKA             ;399
77190;LUDVIKA             ;1197
77192;LUDVIKA             ;1288
77194;LUDVIKA             ;935
77230;GRÄNGESBERG         ;623
77231;GRÄNGESBERG         ;620
77232;GRÄNGESBERG         ;228
77240;GRÄNGESBERG         ;1041
77250;GRÄNGESBERG         ;777
77270;SAXDALEN            ;695
77290;GRÄNGESBERG         ;598
77294;GRÄNGESBERG         ;450
77430;AVESTA              ;660
77431;AVESTA              ;1190
77432;AVESTA              ;1106
77433;AVESTA              ;760
77434;AVESTA              ;933
77435;AVESTA              ;1016
77440;AVESTA              ;744
77441;AVESTA              ;981
77460;AVESTA              ;1051
77461;AVESTA              ;1795
77462;AVESTA              ;1155
77467;HORNDAL             ;831
77468;HORNDAL             ;462
77491;AVESTA              ;246
77492;AVESTA              ;878
77493;AVESTA              ;114
77494;AVESTA              ;5
77497;FORS                ;1314
77498;HORNDAL             ;470
77499;BY KYRKBY           ;892
77550;KRYLBO              ;768
77551;KRYLBO              ;435
77552;KRYLBO              ;398
77553;KRYLBO              ;379
77554;KRYLBO              ;442
77570;KRYLBO              ;506
77571;KRYLBO              ;881
77595;KRYLBO              ;661
77596;KRYLBO              ;1149
77630;HEDEMORA            ;972
77631;HEDEMORA            ;881
77632;HEDEMORA            ;921
77633;HEDEMORA            ;1074
77634;HEDEMORA            ;1304
77635;HEDEMORA            ;1139
77636;HEDEMORA            ;915
77670;VIKMANSHYTTAN       ;877
77690;HEDEMORA            ;755
77691;HEDEMORA            ;294
77692;HEDEMORA            ;849
77693;HEDEMORA            ;841
77695;VIKMANSHYTTAN       ;227
77696;DALA-HUSBY          ;320
77697;DALA-HUSBY          ;580
77698;GARPENBERG          ;874
77730;SMEDJEBACKEN        ;829
77731;SMEDJEBACKEN        ;824
77732;SMEDJEBACKEN        ;745
77733;SMEDJEBACKEN        ;1059
77734;SMEDJEBACKEN        ;200
77750;SMEDJEBACKEN        ;595
77751;SMEDJEBACKEN        ;649
77760;SÖDERBÄRKE          ;851
77790;SMEDJEBACKEN        ;728
77791;SMEDJEBACKEN        ;968
77793;SÖDERBÄRKE          ;709
77794;SÖDERBÄRKE          ;949
78050;VANSBRO             ;2493
78051;DALA-JÄRNA          ;2590
78053;NÅS                 ;910
78054;ÄPPELBO             ;986
78061;ÖJE                 ;228
78064;LIMA                ;1616
78067;SÄLEN               ;1040
78068;TRANSTRAND          ;528
78069;SÖRSJÖN             ;314
78168;BORLÄNGE            ;424
78169;BORLÄNGE            ;441
78170;BORLÄNGE            ;13
78171;BORLÄNGE            ;4
78172;BORLÄNGE            ;24
78190;BORLÄNGE            ;574
78191;BORLÄNGE            ;998
78192;BORLÄNGE            ;359
78193;BORLÄNGE            ;539
78194;BORLÄNGE            ;1227
78195;BORLÄNGE            ;694
78196;BORLÄNGE            ;403
78197;BORLÄNGE            ;520
78198;BORLÄNGE            ;816
78199;IDKERBERGET         ;668
78230;MALUNG              ;819
78231;MALUNG              ;631
78233;MALUNG              ;1158
78234;MALUNG              ;841
78235;MALUNG              ;1060
78275;MALUNGSFORS         ;591
78290;MALUNG              ;584
78291;MALUNG              ;1054
78330;SÄTER               ;1088
78331;SÄTER               ;1298
78332;SÄTER               ;697
78334;SÄTER               ;1019
78335;SÄTER               ;421
78350;GUSTAFS             ;1782
78390;SÄTER               ;861
78391;SÄTER               ;98
78392;STORA SKEDVI        ;1025
78393;STORA SKEDVI        ;1227
78395;GUSTAFS             ;1009
78430;BORLÄNGE            ;1060
78431;BORLÄNGE            ;996
78432;BORLÄNGE            ;1093
78433;BORLÄNGE            ;671
78434;BORLÄNGE            ;1232
78435;BORLÄNGE            ;995
78436;BORLÄNGE            ;1175
78437;BORLÄNGE            ;1348
78440;BORLÄNGE            ;1135
78441;BORLÄNGE            ;958
78442;BORLÄNGE            ;1150
78443;BORLÄNGE            ;1397
78444;BORLÄNGE            ;1127
78445;BORLÄNGE            ;1275
78450;BORLÄNGE            ;1274
78451;BORLÄNGE            ;655
78452;BORLÄNGE            ;2344
78453;BORLÄNGE            ;1759
78454;BORLÄNGE            ;1622
78455;BORLÄNGE            ;1189
78456;BORLÄNGE            ;1574
78460;BORLÄNGE            ;680
78461;BORLÄNGE            ;1219
78462;BORLÄNGE            ;1714
78463;BORLÄNGE            ;1318
78465;BORLÄNGE            ;1403
78466;BORLÄNGE            ;943
78467;BORLÄNGE            ;1290
78468;BORLÄNGE            ;1182
78472;BORLÄNGE            ;567
78473;BORLÄNGE            ;763
78474;BORLÄNGE            ;995
78475;BORLÄNGE            ;1301
78476;BORLÄNGE            ;572
78477;BORLÄNGE            ;1034
78478;BORLÄNGE            ;413
78530;GAGNEF              ;1482
78542;MOCKFJÄRD           ;1183
78543;MOCKFJÄRD           ;1066
78544;DALA-FLODA          ;960
78545;BJÖRBO              ;820
78550;DJURA               ;700
78560;DJURÅS              ;997
78561;DJURÅS              ;1469
78562;DJURMO              ;755
78563;SIFFERBO            ;417
78591;GAGNEF              ;239
78592;GAGNEF              ;131
79015;SUNDBORN            ;2711
79020;GRYCKSBO            ;2047
79021;BJURSÅS             ;2692
79022;SÅGMYRA             ;905
79023;SVÄRDSJÖ            ;3288
79025;LINGHED             ;732
79026;ENVIKEN             ;1848
79070;FURUDAL             ;1144
79090;SÄRNA               ;1054
79091;IDRE                ;1264
79130;FALUN               ;691
79131;FALUN               ;1149
79132;FALUN               ;965
79133;FALUN               ;1338
79134;FALUN               ;1735
79135;FALUN               ;654
79136;FALUN               ;1048
79137;FALUN               ;1016
79138;FALUN               ;855
79140;FALUN               ;83
79141;FALUN               ;1545
79142;FALUN               ;918
79143;FALUN               ;1659
79144;FALUN               ;1301
79145;FALUN               ;1324
79146;FALUN               ;1584
79147;FALUN               ;1799
79150;FALUN               ;815
79151;FALUN               ;846
79152;FALUN               ;1190
79153;FALUN               ;1355
79156;FALUN               ;1050
79160;FALUN               ;780
79161;FALUN               ;1704
79162;FALUN               ;1022
79170;FALUN               ;1057
79171;FALUN               ;578
79172;FALUN               ;1138
79173;FALUN               ;819
79174;FALUN               ;1876
79175;FALUN               ;1297
79176;FALUN               ;1028
79177;FALUN               ;24
79191;FALUN               ;714
79192;FALUN               ;707
79193;FALUN               ;941
79194;FALUN               ;1287
79195;FALUN               ;749
79196;FALUN               ;594
79230;MORA                ;789
79231;MORA                ;717
79232;MORA                ;1063
79233;MORA                ;1371
79234;MORA                ;1384
79235;MORA                ;885
79236;MORA                ;565
79237;MORA                ;1583
79250;MORA                ;943
79251;MORA                ;757
79252;MORA                ;1167
79275;FÄRNÄS              ;982
79277;NUSNÄS              ;802
79290;SOLLERÖN            ;1489
79291;MORA                ;974
79292;MORA                ;406
79293;VENJAN              ;418
79294;MORA                ;816
79295;MORA                ;905
79296;VÅMHUS              ;1230
79297;MORA                ;734
79298;GARSÅS              ;172
79330;LEKSAND             ;1089
79331;LEKSAND             ;750
79332;LEKSAND             ;1101
79333;LEKSAND             ;1329
79335;LEKSAND             ;931
79336;LEKSAND             ;454
79340;INSJÖN              ;1237
79341;INSJÖN              ;1297
79350;LEKSAND             ;727
79360;SILJANSNÄS          ;1047
79370;TÄLLBERG            ;648
79390;LEKSAND             ;1118
79391;LEKSAND             ;540
79392;LEKSAND             ;901
79394;TÄLLBERG            ;339
79397;SILJANSNÄS          ;805
79430;ORSA                ;999
79431;ORSA                ;856
79432;ORSA                ;811
79433;ORSA                ;1048
79434;ORSA                ;519
79490;ORSA                ;622
79491;ORSA                ;205
79492;ORSA                ;839
79493;ORSA                ;759
79495;SKATTUNGBYN         ;273
79498;ORSA                ;90
79530;RÄTTVIK             ;752
79531;RÄTTVIK             ;740
79532;RÄTTVIK             ;499
79533;RÄTTVIK             ;981
79535;RÄTTVIK             ;875
79536;RÄTTVIK             ;514
79570;VIKARBYN            ;1212
79590;RÄTTVIK             ;728
79591;RÄTTVIK             ;823
79592;RÄTTVIK             ;660
79595;VIKARBYN            ;601
79596;BODA KYRKBY         ;1152
79630;ÄLVDALEN            ;1000
79631;ÄLVDALEN            ;912
79690;ÄLVDALEN            ;1758
79691;ÄLVDALEN            ;1068
79699;ÄLVDALEN            ;55
80250;GÄVLE               ;170
80251;GÄVLE               ;1710
80252;GÄVLE               ;1780
80253;GÄVLE               ;1255
80254;GÄVLE               ;424
80255;GÄVLE               ;1533
80256;GÄVLE               ;663
80257;GÄVLE               ;1040
80260;GÄVLE               ;720
80261;GÄVLE               ;320
80262;GÄVLE               ;1659
80263;GÄVLE               ;128
80264;GÄVLE               ;1647
80265;GÄVLE               ;273
80266;GÄVLE               ;725
80267;GÄVLE               ;1196
80269;GÄVLE               ;1071
80270;GÄVLE               ;771
80271;GÄVLE               ;355
80272;GÄVLE               ;301
80274;GÄVLE               ;588
80275;GÄVLE               ;772
80276;GÄVLE               ;871
80277;GÄVLE               ;1719
80280;GÄVLE               ;1535
80281;GÄVLE               ;152
80282;GÄVLE               ;1862
80283;GÄVLE               ;37
80284;GÄVLE               ;1542
80285;GÄVLE               ;496
80286;GÄVLE               ;1459
80288;GÄVLE               ;564
80291;GÄVLE               ;1
80301;GÄVLE               ;4
80302;GÄVLE               ;415
80309;GÄVLE               ;5
80310;GÄVLE               ;1342
80311;GÄVLE               ;1171
80320;GÄVLE               ;1060
80321;GÄVLE               ;1770
80322;GÄVLE               ;7
80323;GÄVLE               ;1579
80324;GÄVLE               ;1403
80325;GÄVLE               ;702
80423;GÄVLE               ;750
80424;GÄVLE               ;934
80425;GÄVLE               ;606
80426;GÄVLE               ;1026
80427;GÄVLE               ;964
80428;GÄVLE               ;633
80429;GÄVLE               ;1183
80430;GÄVLE               ;575
80431;GÄVLE               ;1098
80432;GÄVLE               ;1431
80433;GÄVLE               ;1333
80434;GÄVLE               ;662
80591;GÄVLE               ;725
80592;GÄVLE               ;806
80595;GÄVLE               ;1362
80596;GÄVLE               ;1080
80597;GÄVLE               ;934
80598;GÄVLE               ;1048
80626;GÄVLE               ;48
80627;GÄVLE               ;469
80628;GÄVLE               ;2184
80630;GÄVLE               ;367
80631;GÄVLE               ;1269
80632;GÄVLE               ;811
80633;GÄVLE               ;997
80634;GÄVLE               ;938
80635;GÄVLE               ;1815
80636;GÄVLE               ;1883
80637;GÄVLE               ;1038
80638;GÄVLE               ;604
80641;GÄVLE               ;1636
80642;GÄVLE               ;641
80643;GÄVLE               ;705
80645;GÄVLE               ;1239
80646;GÄVLE               ;658
80648;GÄVLE               ;1349
80649;GÄVLE               ;1227
81020;ÖSTERFÄRNEBO        ;1168
81021;GYSINGE             ;165
81022;ÅRSUNDA             ;2055
81040;HEDESUNDA           ;2661
81130;SANDVIKEN           ;968
81131;SANDVIKEN           ;797
81132;SANDVIKEN           ;1790
81133;SANDVIKEN           ;1409
81134;SANDVIKEN           ;862
81135;SANDVIKEN           ;1326
81136;SANDVIKEN           ;2037
81137;SANDVIKEN           ;1011
81138;SANDVIKEN           ;1363
81139;SANDVIKEN           ;1183
81140;SANDVIKEN           ;629
81141;SANDVIKEN           ;1015
81150;SANDVIKEN           ;606
81151;SANDVIKEN           ;183
81152;SANDVIKEN           ;1729
81153;SANDVIKEN           ;771
81154;SANDVIKEN           ;1006
81160;SANDVIKEN           ;1366
81161;SANDVIKEN           ;1376
81162;SANDVIKEN           ;1142
81170;JÄRBO               ;891
81171;JÄRBO               ;819
81191;SANDVIKEN           ;633
81192;SANDVIKEN           ;333
81193;SANDVIKEN           ;543
81194;SANDVIKEN           ;239
81195;JÄRBO               ;923
81230;STORVIK             ;1179
81231;STORVIK             ;904
81240;KUNGSGÅRDEN         ;578
81241;GÄSTRIKE-HAMMARBY   ;535
81251;ÅSHAMMAR            ;602
81290;STORVIK             ;958
81292;GÄSTRIKE-HAMMARBY   ;139
81293;KUNGSGÅRDEN         ;1058
81294;ÅSHAMMAR            ;606
81330;HOFORS              ;1483
81331;HOFORS              ;1068
81332;HOFORS              ;998
81333;HOFORS              ;1653
81334;HOFORS              ;405
81335;HOFORS              ;736
81336;HOFORS              ;474
81340;TORSÅKER            ;900
81391;HOFORS              ;687
81394;TORSÅKER            ;434
81395;TORSÅKER            ;724
81396;TORSÅKER            ;363
81430;SKUTSKÄR            ;868
81431;SKUTSKÄR            ;1048
81432;SKUTSKÄR            ;987
81440;SKUTSKÄR            ;1355
81441;SKUTSKÄR            ;787
81442;SKUTSKÄR            ;324
81470;ÄLVKARLEBY          ;1466
81491;FURUVIK             ;992
81492;SKUTSKÄR            ;358
81493;SKUTSKÄR            ;877
81494;ÄLVKARLEBY          ;520
81495;ÄLVKARLEBY          ;529
81536;TIERP               ;1012
81537;TIERP               ;501
81538;TIERP               ;1104
81540;TIERP               ;565
81541;TIERP               ;553
81544;TIERP               ;788
81545;TIERP               ;897
81569;MÅNKARBO            ;663
81575;SÖDERFORS           ;876
81576;SÖDERFORS           ;710
81591;TIERP               ;1469
81592;TIERP               ;800
81593;TIERP               ;642
81594;TIERP               ;242
81595;MÅNKARBO            ;305
81630;OCKELBO             ;1569
81631;OCKELBO             ;1390
81690;OCKELBO             ;131
81691;JÄDRAÅS             ;341
81692;LINGBO              ;531
81693;OCKELBO             ;388
81694;OCKELBO             ;1222
81695;ÅMOTSBRUK           ;496
81730;NORRSUNDET          ;996
81740;BERGBY              ;1042
81791;NORRSUNDET          ;148
81792;BERGBY              ;308
81793;HAMRÅNGEFJÄRDEN     ;722
81794;AXMAR               ;268
81830;VALBO               ;1121
81831;VALBO               ;1064
81832;VALBO               ;2277
81833;VALBO               ;1311
81834;VALBO               ;562
81841;FORSBACKA           ;907
81842;FORSBACKA           ;945
81843;FORSBACKA           ;213
81891;VALBO               ;903
81892;VALBO               ;1192
81930;SKÄRPLINGE          ;697
81940;KARLHOLMSBRUK       ;851
81961;SKÄRPLINGE          ;783
81962;KARLHOLMSBRUK       ;680
81963;HÅLLNÄS             ;281
81964;HÅLLNÄS             ;480
81965;HÅLLNÄS             ;369
81966;LÖVSTABRUK          ;361
82010;ARBRÅ               ;2712
82011;VALLSTA             ;1612
82020;LJUSNE              ;2283
82021;VALLVIK             ;269
82022;SANDARNE            ;2118
82023;BERGVIK             ;1660
82026;MARMAVERKEN         ;677
82029;STRÅTJÄRA           ;612
82040;JÄRVSÖ              ;4287
82041;FÄRILA              ;2635
82042;KORSKROGEN          ;717
82043;KÅRBÖLE             ;130
82046;RAMSJÖ              ;666
82050;LOS                 ;635
82051;HAMRA               ;125
82060;DELSBO              ;4329
82062;BJURÅKER            ;2005
82064;NÄSVIKEN            ;1989
82065;FORSA               ;2595
82070;BERGSJÖ             ;2829
82071;ILSBO               ;858
82072;STRÖMSBRUK          ;469
82074;STOCKA              ;423
82075;HARMÅNGER           ;1195
82076;JÄTTENDAL           ;780
82077;GNARP               ;2267
82078;HASSELA             ;868
82130;BOLLNÄS             ;921
82131;BOLLNÄS             ;672
82132;BOLLNÄS             ;932
82133;BOLLNÄS             ;859
82134;BOLLNÄS             ;1575
82135;BOLLNÄS             ;1238
82136;BOLLNÄS             ;453
82140;BOLLNÄS             ;501
82141;BOLLNÄS             ;1110
82142;BOLLNÄS             ;782
82143;BOLLNÄS             ;841
82150;BOLLNÄS             ;1579
82151;BOLLNÄS             ;1434
82158;RENGSJÖ             ;545
82191;BOLLNÄS             ;694
82192;BOLLNÄS             ;787
82193;BOLLNÄS             ;989
82194;BOLLNÄS             ;1091
82195;BOLLNÄS             ;582
82198;RENGSJÖ             ;819
82230;ALFTA               ;1064
82231;ALFTA               ;956
82240;ALFTA               ;11
82291;ALFTA               ;635
82292;ALFTA               ;1201
82299;ALFTA               ;48
82330;KILAFORS            ;1116
82391;KILAFORS            ;1572
82392;HOLMSVEDEN          ;403
82393;SEGERSTA            ;722
82430;HUDIKSVALL          ;1199
82433;HUDIKSVALL          ;1333
82434;HUDIKSVALL          ;1777
82440;HUDIKSVALL          ;1618
82441;HUDIKSVALL          ;1402
82442;HUDIKSVALL          ;1448
82443;HUDIKSVALL          ;1493
82450;HUDIKSVALL          ;1378
82451;HUDIKSVALL          ;1842
82452;HUDIKSVALL          ;1988
82491;HUDIKSVALL          ;736
82492;HUDIKSVALL          ;1044
82493;HUDIKSVALL          ;1452
82494;HUDIKSVALL          ;725
82530;IGGESUND            ;843
82531;IGGESUND            ;1480
82532;IGGESUND            ;1196
82591;IGGESUND            ;60
82592;NJUTÅNGER           ;599
82593;NJUTÅNGER           ;729
82595;ENÅNGER             ;1030
82596;ENÅNGER             ;506
82630;SÖDERHAMN           ;921
82631;SÖDERHAMN           ;1310
82632;SÖDERHAMN           ;992
82634;SÖDERHAMN           ;598
82635;SÖDERHAMN           ;584
82636;SÖDERHAMN           ;607
82637;SÖDERHAMN           ;1249
82639;SÖDERHAMN           ;1216
82640;SÖDERHAMN           ;93
82650;SÖDERHAMN           ;1567
82660;SÖDERHAMN           ;1640
82661;SÖDERALA            ;727
82662;NORRALA             ;1065
82670;SÖDERHAMN           ;28
82691;SÖDERHAMN           ;1569
82692;SÖDERALA            ;1452
82693;SÖDERHAMN           ;564
82694;NORRALA             ;907
82695;TRÖNÖDAL            ;836
82730;LJUSDAL             ;1305
82731;LJUSDAL             ;1421
82732;LJUSDAL             ;888
82733;LJUSDAL             ;939
82734;LJUSDAL             ;745
82735;LJUSDAL             ;1614
82740;TALLÅSEN            ;552
82791;LJUSDAL             ;476
82792;LJUSDAL             ;568
82793;LJUSDAL             ;434
82794;LJUSDAL             ;537
82795;TALLÅSEN            ;467
82830;EDSBYN              ;895
82831;EDSBYN              ;872
82832;EDSBYN              ;985
82833;EDSBYN              ;662
82834;EDSBYN              ;1362
82891;EDSBYN              ;368
82892;EDSBYN              ;465
82893;VOXNABRUK           ;378
82894;EDSBYN              ;851
82895;VIKSJÖFORS          ;811
82899;EDSBYN              ;31
83001;HALLEN              ;924
83002;MATTMAR             ;785
83004;MÖRSIL              ;1017
83005;JÄRPEN              ;2525
83010;UNDERSÅKER          ;1149
83012;VÅLÅDALEN           ;57
83013;ÅRE                 ;2363
83015;DUVED               ;1143
83019;STORLIEN            ;110
83021;TANDSBYN            ;1099
83022;FÅKER               ;874
83023;HACKÅS              ;992
83024;OVIKEN              ;1818
83044;NÄLDEN              ;2519
83047;TRÅNGSVIKEN         ;657
83051;OFFERDAL            ;2068
83060;FÖLLINGE            ;1876
83067;VALSJÖBYN           ;114
83070;HAMMERDAL           ;2353
83076;STUGUN              ;1779
83080;HOTING              ;1523
83081;NORRÅKER            ;354
83086;LIDSJÖBERG          ;92
83090;GÄDDEDE             ;803
83093;STORA BLÅSJÖN       ;103
83130;ÖSTERSUND           ;685
83131;ÖSTERSUND           ;1283
83133;ÖSTERSUND           ;1017
83134;ÖSTERSUND           ;710
83135;ÖSTERSUND           ;1100
83136;ÖSTERSUND           ;1275
83137;ÖSTERSUND           ;1071
83138;ÖSTERSUND           ;1983
83141;ÖSTERSUND           ;908
83142;ÖSTERSUND           ;1472
83143;ÖSTERSUND           ;1692
